,date,name,point
1779,2019-07-10,바스터즈: 거친 녀석들,8.31
1780,2019-07-10,로켓맨,8.16
1781,2019-07-10,황혼에서 새벽까지,8.08
1782,2019-07-10,롱 리브 더 킹: 목포 영웅,7.97
1783,2019-07-10,악인전,7.95
1784,2019-07-10,28일 후,7.91
1785,2019-07-10,기방도령,7.77
1786,2019-07-10,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1787,2019-07-10,사탄의 인형,7.06
1788,2019-07-10,서스페리아,6.92
1789,2019-07-10,애나벨 집으로,6.77
1790,2019-07-10,비스트,6.22
1791,2019-07-10,맨 인 블랙: 인터내셔널,5.55
1792,2019-07-10,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
1793,2019-07-11,그린 북,9.61
1794,2019-07-11,알라딘,9.45
1795,2019-07-11,어벤져스: 엔드게임,9.39
1796,2019-07-11,교회오빠,9.30
1797,2019-07-11,이웃집 토토로,9.27
1798,2019-07-11,코코,9.26
1799,2019-07-11,"광해, 왕이 된 남자",9.23
1800,2019-07-11,토이 스토리 4,9.09
1801,2019-07-11,마녀 배달부 키키,9.07
1802,2019-07-11,내부자들: 디 오리지널,9.03
1803,2019-07-11,어린 의뢰인,9.01
1804,2019-07-11,양들의 침묵,9.00
1805,2019-07-11,번지 점프를 하다,9.00
1806,2019-07-11,천로역정: 천국을 찾아서,8.99
1807,2019-07-11,기쿠지로의 여름,8.97
1808,2019-07-11,세상을 바꾼 변호인,8.92
1809,2019-07-11,에이미,8.89
1810,2019-07-11,연인,8.87
1811,2019-07-11,부에나 비스타 소셜 클럽,8.76
1812,2019-07-11,고양이를 부탁해,8.74
1813,2019-07-11,라라랜드,8.59
1814,2019-07-11,엑소시스트,8.58
1815,2019-07-11,기생충,8.52
1816,2019-07-11,스파이더맨: 파 프롬 홈,8.46
1817,2019-07-11,오멘,8.42
1818,2019-07-11,레토,8.41
1819,2019-07-11,콜드 워,8.37
1820,2019-07-11,다가오는 것들,8.35
1821,2019-07-11,존 윅 3: 파라벨룸,8.32
1822,2019-07-11,바스터즈: 거친 녀석들,8.31
1823,2019-07-11,리스본행 야간열차,8.30
1824,2019-07-11,로켓맨,8.15
1825,2019-07-11,나의 산티아고,8.12
1826,2019-07-11,황혼에서 새벽까지,8.08
1827,2019-07-11,악인전,7.95
1828,2019-07-11,28일 후,7.91
1829,2019-07-11,롱 리브 더 킹: 목포 영웅,7.90
1830,2019-07-11,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1831,2019-07-11,생일,7.14
1832,2019-07-11,기방도령,7.02
1833,2019-07-11,서스페리아,6.91
1834,2019-07-11,애나벨 집으로,6.77
1835,2019-07-11,비스트,6.17
1836,2019-07-11,맨 인 블랙: 인터내셔널,5.49
1837,2019-07-11,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
1838,2019-07-12,그린 북,9.61
1839,2019-07-12,알라딘,9.45
1840,2019-07-12,어벤져스: 엔드게임,9.39
1841,2019-07-12,교회오빠,9.29
1842,2019-07-12,이웃집 토토로,9.27
1843,2019-07-12,"광해, 왕이 된 남자",9.23
1844,2019-07-12,토이 스토리 4,9.09
1845,2019-07-12,마녀 배달부 키키,9.07
1846,2019-07-12,내부자들: 디 오리지널,9.03
1847,2019-07-12,어린 의뢰인,9.02
1848,2019-07-12,양들의 침묵,9.00
1849,2019-07-12,번지 점프를 하다,9.00
1850,2019-07-12,천로역정: 천국을 찾아서,8.97
1851,2019-07-12,기쿠지로의 여름,8.97
1852,2019-07-12,세상을 바꾼 변호인,8.91
1853,2019-07-12,에이미,8.89
1854,2019-07-12,연인,8.87
1855,2019-07-12,부에나 비스타 소셜 클럽,8.76
1856,2019-07-12,고양이를 부탁해,8.74
1857,2019-07-12,라라랜드,8.59
1858,2019-07-12,엑소시스트,8.58
1859,2019-07-12,기생충,8.52
1860,2019-07-12,그녀,8.50
1861,2019-07-12,스파이더맨: 파 프롬 홈,8.45
1862,2019-07-12,오멘,8.42
1863,2019-07-12,레토,8.41
1864,2019-07-12,안도 타다오,8.40
1865,2019-07-12,콜드 워,8.37
1866,2019-07-12,다가오는 것들,8.34
1867,2019-07-12,바스터즈: 거친 녀석들,8.31
1868,2019-07-12,존 윅 3: 파라벨룸,8.31
1869,2019-07-12,리스본행 야간열차,8.30
1870,2019-07-12,사일런스,8.21
1871,2019-07-12,로켓맨,8.14
1872,2019-07-12,나의 산티아고,8.12
1873,2019-07-12,황혼에서 새벽까지,8.08
1874,2019-07-12,악인전,7.95
1875,2019-07-12,28일 후,7.91
1876,2019-07-12,롱 리브 더 킹: 목포 영웅,7.84
1877,2019-07-12,진범,7.74
1878,2019-07-12,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1879,2019-07-12,노리개: 그녀의 눈물,7.37
1880,2019-07-12,생일,7.14
1881,2019-07-12,미드소마,7.06
1882,2019-07-12,서스페리아,6.89
1883,2019-07-12,애나벨 집으로,6.76
1884,2019-07-12,기방도령,6.70
1885,2019-07-12,비스트,6.17
1886,2019-07-12,극장판 엉덩이 탐정: 화려한 사건 수첩,5.59
1887,2019-07-12,맨 인 블랙: 인터내셔널,5.48
1888,2019-07-13,그린 북,9.61
1889,2019-07-13,알라딘,9.45
1890,2019-07-13,어벤져스: 엔드게임,9.39
1891,2019-07-13,교회오빠,9.29
1892,2019-07-13,이웃집 토토로,9.27
1893,2019-07-13,코코,9.26
1894,2019-07-13,"광해, 왕이 된 남자",9.23
1895,2019-07-13,토이 스토리 4,9.09
1896,2019-07-13,마녀 배달부 키키,9.07
1897,2019-07-13,내부자들: 디 오리지널,9.03
1898,2019-07-13,어린 의뢰인,9.01
1899,2019-07-13,양들의 침묵,9.00
1900,2019-07-13,번지 점프를 하다,9.00
1901,2019-07-13,천로역정: 천국을 찾아서,8.97
1902,2019-07-13,기쿠지로의 여름,8.97
1903,2019-07-13,세상을 바꾼 변호인,8.90
1904,2019-07-13,에이미,8.89
1905,2019-07-13,연인,8.87
1906,2019-07-13,부에나 비스타 소셜 클럽,8.76
1907,2019-07-13,고양이를 부탁해,8.74
1908,2019-07-13,라라랜드,8.59
1909,2019-07-13,엑소시스트,8.58
1910,2019-07-13,기생충,8.52
1911,2019-07-13,그녀,8.50
1912,2019-07-13,스파이더맨: 파 프롬 홈,8.45
1913,2019-07-13,오멘,8.42
1914,2019-07-13,레토,8.42
1915,2019-07-13,안도 타다오,8.40
1916,2019-07-13,콜드 워,8.37
1917,2019-07-13,다가오는 것들,8.34
1918,2019-07-13,바스터즈: 거친 녀석들,8.31
1919,2019-07-13,존 윅 3: 파라벨룸,8.30
1920,2019-07-13,리스본행 야간열차,8.30
1921,2019-07-13,사일런스,8.21
1922,2019-07-13,로켓맨,8.14
1923,2019-07-13,나의 산티아고,8.12
1924,2019-07-13,황혼에서 새벽까지,8.08
1925,2019-07-13,악인전,7.95
1926,2019-07-13,28일 후,7.91
1927,2019-07-13,롱 리브 더 킹: 목포 영웅,7.80
1928,2019-07-13,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1929,2019-07-13,진범,7.70
1930,2019-07-13,노리개: 그녀의 눈물,7.37
1931,2019-07-13,미드소마,6.93
1932,2019-07-13,서스페리아,6.90
1933,2019-07-13,애나벨 집으로,6.75
1934,2019-07-13,기방도령,6.66
1935,2019-07-13,비스트,6.17
1936,2019-07-13,걸캅스,5.61
1937,2019-07-13,맨 인 블랙: 인터내셔널,5.47
1938,2019-07-14,그린 북,9.61
1939,2019-07-14,알라딘,9.45
1940,2019-07-14,어벤져스: 엔드게임,9.39
1941,2019-07-14,교회오빠,9.29
1942,2019-07-14,이웃집 토토로,9.27
1943,2019-07-14,"광해, 왕이 된 남자",9.23
1944,2019-07-14,토이 스토리 4,9.09
1945,2019-07-14,마녀 배달부 키키,9.07
1946,2019-07-14,내부자들: 디 오리지널,9.03
1947,2019-07-14,어린 의뢰인,9.01
1948,2019-07-14,양들의 침묵,9.00
1949,2019-07-14,번지 점프를 하다,9.00
1950,2019-07-14,기쿠지로의 여름,8.97
1951,2019-07-14,천로역정: 천국을 찾아서,8.95
1952,2019-07-14,세상을 바꾼 변호인,8.90
1953,2019-07-14,에이미,8.90
1954,2019-07-14,연인,8.87
1955,2019-07-14,부에나 비스타 소셜 클럽,8.76
1956,2019-07-14,고양이를 부탁해,8.74
1957,2019-07-14,라라랜드,8.59
1958,2019-07-14,엑소시스트,8.58
1959,2019-07-14,기생충,8.52
1960,2019-07-14,그녀,8.50
1961,2019-07-14,스파이더맨: 파 프롬 홈,8.44
1962,2019-07-14,오멘,8.42
1963,2019-07-14,레토,8.42
1964,2019-07-14,안도 타다오,8.40
1965,2019-07-14,콜드 워,8.37
1966,2019-07-14,다가오는 것들,8.34
1967,2019-07-14,바스터즈: 거친 녀석들,8.31
1968,2019-07-14,리스본행 야간열차,8.30
1969,2019-07-14,존 윅 3: 파라벨룸,8.30
1970,2019-07-14,사일런스,8.21
1971,2019-07-14,로켓맨,8.14
1972,2019-07-14,나의 산티아고,8.12
1973,2019-07-14,황혼에서 새벽까지,8.08
1974,2019-07-14,악인전,7.94
1975,2019-07-14,28일 후,7.91
1976,2019-07-14,롱 리브 더 킹: 목포 영웅,7.76
1977,2019-07-14,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1978,2019-07-14,진범,7.70
1979,2019-07-14,노리개: 그녀의 눈물,7.37
1980,2019-07-14,미드소마,7.03
1981,2019-07-14,서스페리아,6.89
1982,2019-07-14,애나벨 집으로,6.74
1983,2019-07-14,기방도령,6.49
1984,2019-07-14,비스트,6.16
1985,2019-07-14,걸캅스,5.61
1986,2019-07-14,맨 인 블랙: 인터내셔널,5.46
1987,2019-07-14,극장판 엉덩이 탐정: 화려한 사건 수첩,5.07
1988,2019-07-15,그린 북,9.61
1989,2019-07-15,알라딘,9.45
1990,2019-07-15,어벤져스: 엔드게임,9.39
1991,2019-07-15,교회오빠,9.29
1992,2019-07-15,이웃집 토토로,9.27
1993,2019-07-15,"광해, 왕이 된 남자",9.23
1994,2019-07-15,토이 스토리 4,9.09
1995,2019-07-15,마녀 배달부 키키,9.07
1996,2019-07-15,내부자들: 디 오리지널,9.03
1997,2019-07-15,양들의 침묵,9.00
1998,2019-07-15,번지 점프를 하다,9.00
1999,2019-07-15,기쿠지로의 여름,8.97
2000,2019-07-15,천로역정: 천국을 찾아서,8.92
2001,2019-07-15,세상을 바꾼 변호인,8.91
2002,2019-07-15,에이미,8.90
2003,2019-07-15,연인,8.87
2004,2019-07-15,부에나 비스타 소셜 클럽,8.76
2005,2019-07-15,고양이를 부탁해,8.74
2006,2019-07-15,라라랜드,8.59
2007,2019-07-15,엑소시스트,8.58
2008,2019-07-15,기생충,8.52
2009,2019-07-15,그녀,8.50
2010,2019-07-15,옥자,8.45
2011,2019-07-15,오멘,8.43
2012,2019-07-15,스파이더맨: 파 프롬 홈,8.43
2013,2019-07-15,레토,8.42
2014,2019-07-15,안도 타다오,8.40
2015,2019-07-15,콜드 워,8.37
2016,2019-07-15,다가오는 것들,8.34
2017,2019-07-15,바스터즈: 거친 녀석들,8.31
2018,2019-07-15,리스본행 야간열차,8.30
2019,2019-07-15,존 윅 3: 파라벨룸,8.29
2020,2019-07-15,사일런스,8.21
2021,2019-07-15,로켓맨,8.15
2022,2019-07-15,나의 산티아고,8.12
2023,2019-07-15,황혼에서 새벽까지,8.08
2024,2019-07-15,악인전,7.94
2025,2019-07-15,28일 후,7.91
2026,2019-07-15,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
2027,2019-07-15,롱 리브 더 킹: 목포 영웅,7.73
2028,2019-07-15,진범,7.64
2029,2019-07-15,노리개: 그녀의 눈물,7.36
2030,2019-07-15,미드소마,6.99
2031,2019-07-15,서스페리아,6.89
2032,2019-07-15,애나벨 집으로,6.74
2033,2019-07-15,기방도령,6.31
2034,2019-07-15,비스트,6.17
2035,2019-07-15,걸캅스,5.61
2036,2019-07-15,맨 인 블랙: 인터내셔널,5.45
2037,2019-07-15,극장판 엉덩이 탐정: 화려한 사건 수첩,5.00
2038,2019-07-16,그린 북,9.61
2039,2019-07-16,원더,9.45
2040,2019-07-16,알라딘,9.45
2041,2019-07-16,어벤져스: 엔드게임,9.39
2042,2019-07-16,교회오빠,9.30
2043,2019-07-16,이웃집 토토로,9.27
2044,2019-07-16,"광해, 왕이 된 남자",9.23
2045,2019-07-16,토이 스토리 4,9.09
2046,2019-07-16,마녀 배달부 키키,9.07
2047,2019-07-16,내부자들: 디 오리지널,9.03
2048,2019-07-16,양들의 침묵,9.00
2049,2019-07-16,번지 점프를 하다,9.00
2050,2019-07-16,기쿠지로의 여름,8.97
2051,2019-07-16,에이미,8.90
2052,2019-07-16,세상을 바꾼 변호인,8.89
2053,2019-07-16,천로역정: 천국을 찾아서,8.88
2054,2019-07-16,연인,8.87
2055,2019-07-16,부에나 비스타 소셜 클럽,8.76
2056,2019-07-16,고양이를 부탁해,8.74
2057,2019-07-16,건축학개론,8.65
2058,2019-07-16,라라랜드,8.59
2059,2019-07-16,엑소시스트,8.58
2060,2019-07-16,극한직업,8.53
2061,2019-07-16,기생충,8.52
2062,2019-07-16,그녀,8.50
2063,2019-07-16,옥자,8.45
2064,2019-07-16,오멘,8.43
2065,2019-07-16,스파이더맨: 파 프롬 홈,8.43
2066,2019-07-16,레토,8.42
2067,2019-07-16,탐정: 리턴즈,8.40
2068,2019-07-16,안도 타다오,8.40
2069,2019-07-16,콜드 워,8.37
2070,2019-07-16,다가오는 것들,8.34
2071,2019-07-16,바스터즈: 거친 녀석들,8.31
2072,2019-07-16,리스본행 야간열차,8.30
2073,2019-07-16,존 윅 3: 파라벨룸,8.29
2074,2019-07-16,사일런스,8.20
2075,2019-07-16,로켓맨,8.14
2076,2019-07-16,나의 산티아고,8.12
2077,2019-07-16,프란시스 하,8.08
2078,2019-07-16,황혼에서 새벽까지,8.08
2079,2019-07-16,악인전,7.94
2080,2019-07-16,28일 후,7.91
2081,2019-07-16,롱 리브 더 킹: 목포 영웅,7.71
2082,2019-07-16,박화영,7.68
2083,2019-07-16,진범,7.56
2084,2019-07-16,노리개: 그녀의 눈물,7.36
2085,2019-07-16,미드소마,6.91
2086,2019-07-16,서스페리아,6.89
2087,2019-07-16,애나벨 집으로,6.75
2088,2019-07-17,그린 북,9.61
2089,2019-07-17,원더,9.45
2090,2019-07-17,알라딘,9.45
2091,2019-07-17,어벤져스: 엔드게임,9.39
2092,2019-07-17,교회오빠,9.29
2093,2019-07-17,이웃집 토토로,9.27
2094,2019-07-17,토이 스토리 4,9.09
2095,2019-07-17,마녀 배달부 키키,9.07
2096,2019-07-17,양들의 침묵,9.01
2097,2019-07-17,기쿠지로의 여름,8.97
2098,2019-07-17,에이미,8.90
2099,2019-07-17,세상을 바꾼 변호인,8.89
2100,2019-07-17,연인,8.87
2101,2019-07-17,천로역정: 천국을 찾아서,8.86
2102,2019-07-17,부에나 비스타 소셜 클럽,8.76
2103,2019-07-17,고양이를 부탁해,8.74
2104,2019-07-17,건축학개론,8.65
2105,2019-07-17,라라랜드,8.59
2106,2019-07-17,엑소시스트,8.58
2107,2019-07-17,기생충,8.51
2108,2019-07-17,그녀,8.50
2109,2019-07-17,라이온 킹,8.47
2110,2019-07-17,옥자,8.45
2111,2019-07-17,오멘,8.43
2112,2019-07-17,스파이더맨: 파 프롬 홈,8.43
2113,2019-07-17,탐정: 리턴즈,8.40
2114,2019-07-17,안도 타다오,8.39
2115,2019-07-17,콜드 워,8.37
2116,2019-07-17,바스터즈: 거친 녀석들,8.31
2117,2019-07-17,리스본행 야간열차,8.30
2118,2019-07-17,존 윅 3: 파라벨룸,8.29
2119,2019-07-17,사일런스,8.20
2120,2019-07-17,로켓맨,8.14
2121,2019-07-17,나의 산티아고,8.12
2122,2019-07-17,프란시스 하,8.08
2123,2019-07-17,황혼에서 새벽까지,8.08
2124,2019-07-17,28일 후,7.91
2125,2019-07-17,롱 리브 더 킹: 목포 영웅,7.70
2126,2019-07-17,박화영,7.68
2127,2019-07-17,진범,7.53
2128,2019-07-17,노리개: 그녀의 눈물,7.37
2129,2019-07-17,미드소마,6.91
2130,2019-07-17,서스페리아,6.89
2131,2019-07-17,애나벨 집으로,6.74
2132,2019-07-17,기방도령,6.16
2133,2019-07-17,비스트,5.92
2134,2019-07-17,극장판 엉덩이 탐정: 화려한 사건 수첩,4.92
2135,2019-07-18,그린 북,9.61
2136,2019-07-18,알라딘,9.44
2137,2019-07-18,어벤져스: 엔드게임,9.39
2138,2019-07-18,교회오빠,9.29
2139,2019-07-18,이웃집 토토로,9.27
2140,2019-07-18,토이 스토리 4,9.08
2141,2019-07-18,마녀 배달부 키키,9.07
2142,2019-07-18,양들의 침묵,9.01
2143,2019-07-18,기쿠지로의 여름,8.97
2144,2019-07-18,에이미,8.90
2145,2019-07-18,세상을 바꾼 변호인,8.89
2146,2019-07-18,천로역정: 천국을 찾아서,8.87
2147,2019-07-18,연인,8.87
2148,2019-07-18,부에나 비스타 소셜 클럽,8.76
2149,2019-07-18,고양이를 부탁해,8.74
2150,2019-07-18,건축학개론,8.65
2151,2019-07-18,라라랜드,8.59
2152,2019-07-18,엑소시스트,8.58
2153,2019-07-18,극한직업,8.53
2154,2019-07-18,기생충,8.51
2155,2019-07-18,그녀,8.50
2156,2019-07-18,옥자,8.45
2157,2019-07-18,오멘,8.43
2158,2019-07-18,스파이더맨: 파 프롬 홈,8.42
2159,2019-07-18,탐정: 리턴즈,8.40
2160,2019-07-18,라이온 킹,8.40
2161,2019-07-18,콜드 워,8.37
2162,2019-07-18,바스터즈: 거친 녀석들,8.32
2163,2019-07-18,리스본행 야간열차,8.30
2164,2019-07-18,존 윅 3: 파라벨룸,8.29
2165,2019-07-18,사일런스,8.20
2166,2019-07-18,로켓맨,8.14
2167,2019-07-18,나의 산티아고,8.12
2168,2019-07-18,프란시스 하,8.08
2169,2019-07-18,황혼에서 새벽까지,8.08
2170,2019-07-18,28일 후,7.90
2171,2019-07-18,롱 리브 더 킹: 목포 영웅,7.70
2172,2019-07-18,박화영,7.68
2173,2019-07-18,진범,7.49
2174,2019-07-18,노리개: 그녀의 눈물,7.36
2175,2019-07-18,미드소마,6.92
2176,2019-07-18,서스페리아,6.89
2177,2019-07-18,애나벨 집으로,6.75
2178,2019-07-18,기방도령,6.11
2179,2019-07-18,비스트,5.85
2180,2019-07-18,극장판 엉덩이 탐정: 화려한 사건 수첩,4.87
2181,2019-07-19,알라딘,9.44
2182,2019-07-19,어벤져스: 엔드게임,9.39
2183,2019-07-19,교회오빠,9.28
2184,2019-07-19,이웃집 토토로,9.27
2185,2019-07-19,토이 스토리 4,9.08
2186,2019-07-19,마녀 배달부 키키,9.07
2187,2019-07-19,양들의 침묵,9.01
2188,2019-07-19,기쿠지로의 여름,8.97
2189,2019-07-19,세상을 바꾼 변호인,8.90
2190,2019-07-19,에이미,8.90
2191,2019-07-19,천로역정: 천국을 찾아서,8.87
2192,2019-07-19,연인,8.87
2193,2019-07-19,부에나 비스타 소셜 클럽,8.76
2194,2019-07-19,고양이를 부탁해,8.73
2195,2019-07-19,건축학개론,8.65
2196,2019-07-19,라라랜드,8.59
2197,2019-07-19,엑소시스트,8.58
2198,2019-07-19,극한직업,8.53
2199,2019-07-19,기생충,8.51
2200,2019-07-19,그녀,8.50
2201,2019-07-19,옥자,8.45
2202,2019-07-19,오멘,8.43
2203,2019-07-19,스파이더맨: 파 프롬 홈,8.42
2204,2019-07-19,탐정: 리턴즈,8.40
2205,2019-07-19,콜드 워,8.37
2206,2019-07-19,라이온 킹,8.32
2207,2019-07-19,바스터즈: 거친 녀석들,8.32
2208,2019-07-19,리스본행 야간열차,8.30
2209,2019-07-19,1919 유관순,8.29
2210,2019-07-19,존 윅 3: 파라벨룸,8.28
2211,2019-07-19,사일런스,8.20
2212,2019-07-19,로켓맨,8.14
2213,2019-07-19,나의 산티아고,8.12
2214,2019-07-19,프란시스 하,8.08
2215,2019-07-19,황혼에서 새벽까지,8.08
2216,2019-07-19,28일 후,7.91
2217,2019-07-19,롱 리브 더 킹: 목포 영웅,7.69
2218,2019-07-19,박화영,7.68
2219,2019-07-19,진범,7.46
2220,2019-07-19,노리개: 그녀의 눈물,7.37
2221,2019-07-19,미드소마,6.95
2222,2019-07-19,서스페리아,6.89
2223,2019-07-19,애나벨 집으로,6.76
2224,2019-07-19,기방도령,6.09
2225,2019-07-19,비스트,5.78
2226,2019-07-19,극장판 엉덩이 탐정: 화려한 사건 수첩,4.88
2227,2019-07-20,알라딘,9.44
2228,2019-07-20,어벤져스: 엔드게임,9.39
2229,2019-07-20,교회오빠,9.28
2230,2019-07-20,이웃집 토토로,9.27
2231,2019-07-20,토이 스토리 4,9.09
2232,2019-07-20,마녀 배달부 키키,9.07
2233,2019-07-20,양들의 침묵,9.01
2234,2019-07-20,기쿠지로의 여름,8.97
2235,2019-07-20,세상을 바꾼 변호인,8.90
2236,2019-07-20,연인,8.86
2237,2019-07-20,천로역정: 천국을 찾아서,8.84
2238,2019-07-20,부에나 비스타 소셜 클럽,8.76
2239,2019-07-20,고양이를 부탁해,8.73
2240,2019-07-20,건축학개론,8.65
2241,2019-07-20,라라랜드,8.59
2242,2019-07-20,엑소시스트,8.58
2243,2019-07-20,기생충,8.51
2244,2019-07-20,그녀,8.50
2245,2019-07-20,옥자,8.45
2246,2019-07-20,오멘,8.43
2247,2019-07-20,스파이더맨: 파 프롬 홈,8.42
2248,2019-07-20,탐정: 리턴즈,8.40
2249,2019-07-20,라이온 킹,8.35
2250,2019-07-20,바스터즈: 거친 녀석들,8.32
2251,2019-07-20,리스본행 야간열차,8.30
2252,2019-07-20,1919 유관순,8.29
2253,2019-07-20,존 윅 3: 파라벨룸,8.28
2254,2019-07-20,사일런스,8.19
2255,2019-07-20,로켓맨,8.14
2256,2019-07-20,나의 산티아고,8.12
2257,2019-07-20,프란시스 하,8.08
2258,2019-07-20,황혼에서 새벽까지,8.08
2259,2019-07-20,28일 후,7.91
2260,2019-07-20,롱 리브 더 킹: 목포 영웅,7.68
2261,2019-07-20,박화영,7.68
2262,2019-07-20,진범,7.45
2263,2019-07-20,노리개: 그녀의 눈물,7.37
2264,2019-07-20,마담 싸이코,6.96
2265,2019-07-20,미드소마,6.95
2266,2019-07-20,서스페리아,6.89
2267,2019-07-20,애나벨 집으로,6.75
2268,2019-07-20,기방도령,6.07
2269,2019-07-20,비스트,5.71
2270,2019-07-20,극장판 엉덩이 탐정: 화려한 사건 수첩,4.85
2271,2019-07-21,알라딘,9.43
2272,2019-07-21,어벤져스: 엔드게임,9.39
2273,2019-07-21,모던 타임즈,9.29
2274,2019-07-21,교회오빠,9.28
2275,2019-07-21,이웃집 토토로,9.27
2276,2019-07-21,토이 스토리 4,9.09
2277,2019-07-21,마녀 배달부 키키,9.03
2278,2019-07-21,양들의 침묵,9.01
2279,2019-07-21,기쿠지로의 여름,8.97
2280,2019-07-21,세상을 바꾼 변호인,8.90
2281,2019-07-21,연인,8.85
2282,2019-07-21,천로역정: 천국을 찾아서,8.83
2283,2019-07-21,부에나 비스타 소셜 클럽,8.76
2284,2019-07-21,라라랜드,8.59
2285,2019-07-21,엑소시스트,8.58
2286,2019-07-21,기생충,8.51
2287,2019-07-21,옥자,8.45
2288,2019-07-21,오멘,8.43
2289,2019-07-21,스파이더맨: 파 프롬 홈,8.41
2290,2019-07-21,탐정: 리턴즈,8.40
2291,2019-07-21,라이온 킹,8.39
2292,2019-07-21,바스터즈: 거친 녀석들,8.32
2293,2019-07-21,리스본행 야간열차,8.30
2294,2019-07-21,1919 유관순,8.29
2295,2019-07-21,존 윅 3: 파라벨룸,8.28
2296,2019-07-21,사일런스,8.19
2297,2019-07-21,로켓맨,8.14
2298,2019-07-21,나의 산티아고,8.12
2299,2019-07-21,프란시스 하,8.08
2300,2019-07-21,황혼에서 새벽까지,8.08
2301,2019-07-21,28일 후,7.91
2302,2019-07-21,박화영,7.68
2303,2019-07-21,롱 리브 더 킹: 목포 영웅,7.67
2304,2019-07-21,진범,7.43
2305,2019-07-21,노리개: 그녀의 눈물,7.37
2306,2019-07-21,마담 싸이코,6.97
2307,2019-07-21,미드소마,6.96
2308,2019-07-21,서스페리아,6.89
2309,2019-07-21,애나벨 집으로,6.76
2310,2019-07-21,기방도령,6.04
2311,2019-07-21,사일런스,5.85
2312,2019-07-21,비스트,5.67
2313,2019-07-21,시민 노무현,5.64
2314,2019-07-21,극장판 엉덩이 탐정: 화려한 사건 수첩,4.45
2315,2019-07-22,알라딘,9.43
2316,2019-07-22,어벤져스: 엔드게임,9.39
2317,2019-07-22,모던 타임즈,9.29
2318,2019-07-22,교회오빠,9.28
2319,2019-07-22,이웃집 토토로,9.26
2320,2019-07-22,토이 스토리 4,9.08
2321,2019-07-22,마녀 배달부 키키,9.03
2322,2019-07-22,양들의 침묵,9.01
2323,2019-07-22,세상을 바꾼 변호인,8.90
2324,2019-07-22,연인,8.85
2325,2019-07-22,천로역정: 천국을 찾아서,8.79
2326,2019-07-22,부에나 비스타 소셜 클럽,8.76
2327,2019-07-22,엑소시스트,8.58
2328,2019-07-22,기생충,8.51
2329,2019-07-22,그녀,8.50
2330,2019-07-22,옥자,8.45
2331,2019-07-22,오멘,8.43
2332,2019-07-22,스파이더맨: 파 프롬 홈,8.41
2333,2019-07-22,탐정: 리턴즈,8.40
2334,2019-07-22,라이온 킹,8.38
2335,2019-07-22,바스터즈: 거친 녀석들,8.32
2336,2019-07-22,리스본행 야간열차,8.30
2337,2019-07-22,1919 유관순,8.29
2338,2019-07-22,존 윅 3: 파라벨룸,8.27
2339,2019-07-22,나의 산티아고,8.12
2340,2019-07-22,프란시스 하,8.08
2341,2019-07-22,황혼에서 새벽까지,8.08
2342,2019-07-22,28일 후,7.91
2343,2019-07-22,박화영,7.68
2344,2019-07-22,롱 리브 더 킹: 목포 영웅,7.66
2345,2019-07-22,진범,7.40
2346,2019-07-22,노리개: 그녀의 눈물,7.37
2347,2019-07-22,미드소마,6.97
2348,2019-07-22,마담 싸이코,6.96
2349,2019-07-22,애나벨 집으로,6.76
2350,2019-07-22,기방도령,6.03
2351,2019-07-22,사일런스,5.78
2352,2019-07-22,시민 노무현,5.64
2353,2019-07-22,비스트,5.63
2354,2019-07-22,극장판 엉덩이 탐정: 화려한 사건 수첩,4.28
